subject,roi,cluster_id,hits,hit_rate,birth,death,persistence,maxdist_full,shift_added,robust,B,subsample_frac,persist_floor_frac,top_L,cluster_tol_frac,min_hits,strict_tag
1,PIT,6,1,0.005,6.9472455978393555,11.345524787902832,4.398279190063477,27.281403482960297,14.05800385873182,False,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,2,186,0.93,5.855116772385778,7.331288950150784,1.476172177765006,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,0,144,0.72,5.327036666870117,7.291204830091827,1.9641681632217096,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,4,144,0.72,5.173778086807869,6.73630898763829,1.5625309008304205,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,9,138,0.69,4.877880642630837,7.2401312004436145,2.3622505578127773,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,1,136,0.68,6.333460573824296,7.930934458785916,1.59747388496162,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,6,93,0.465,3.436347746079968,8.163097986610987,4.726750240531019,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,8,92,0.46,3.7111600390020407,7.353457180958874,3.642297141956833,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,7,84,0.42,2.7868099212646484,7.320942101024446,4.534132179759798,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,12,66,0.33,3.531005382537842,7.064277172088623,3.5332717895507812,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,3,28,0.14,6.271572560975046,7.6164914477955215,1.3449188868204753,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
2,V1,5,23,0.115,6.140157209860312,7.326193126472267,1.186035916611955,13.026131370173527,8.510231153176857,True,200,0.8,0.05,10,0.02,10,STRICT2
